[2026-05-17T11:11:31.938Z] === MORSALL SERVER v2 STARTING ===
[2026-05-17T11:11:31.939Z] Found node_modules at: /home/u754458241/domains/morsall.com/nodejs/node_modules
[2026-05-17T11:11:31.951Z] Loaded .env.production
[2026-05-17T13:34:18.047Z] REQ: GET /category/sports
[2026-05-17T13:39:55.231Z] REQ: GET /admin/dashboard
[2026-05-17T13:39:55.422Z] REQ: GET /_next/static/css/23f918bcb7d3b954.css
[2026-05-17T13:39:55.425Z] REQ: GET /_next/static/chunks/app/admin/dashboard/page-2666626afdf0f42f.js
[2026-05-17T13:39:56.501Z] REQ: GET /api/auth/session
[2026-05-17T13:39:56.525Z] REQ: GET /api/categories
[2026-05-17T13:39:56.528Z] REQ: GET /api/admin/settings/appearance
[2026-05-17T13:39:56.534Z] REQ: GET /api/delivery-zones
[2026-05-17T13:39:56.537Z] REQ: GET /api/site-config
[2026-05-17T13:39:56.702Z] REQ: GET /api/auth/session
[2026-05-17T13:39:56.707Z] REQ: GET /login
[2026-05-17T13:39:57.444Z] REQ: GET /api/auth/session
[2026-05-17T13:39:57.450Z] REQ: GET /forgot-password
[2026-05-17T13:39:57.452Z] REQ: GET /
[2026-05-17T13:39:57.457Z] REQ: GET /api/categories
[2026-05-17T13:39:57.459Z] REQ: GET /api/site-config
[2026-05-17T13:39:57.487Z] REQ: GET /api/admin/settings/appearance
[2026-05-17T13:39:57.494Z] REQ: GET /wishlist
[2026-05-17T13:39:57.497Z] REQ: GET /api/delivery-zones
[2026-05-17T13:39:57.600Z] REQ: GET /api/auth/session
[2026-05-17T13:40:17.113Z] REQ: GET /api/auth/providers
[2026-05-17T13:40:17.286Z] REQ: GET /api/auth/csrf
[2026-05-17T13:40:17.465Z] REQ: POST /api/auth/callback/credentials
[2026-05-17T13:40:36.663Z] REQ: GET /api/auth/providers
[2026-05-17T13:40:36.851Z] REQ: GET /api/auth/csrf
[2026-05-17T13:40:36.992Z] REQ: POST /api/auth/callback/credentials
[2026-05-17T13:40:48.179Z] REQ: GET /api/auth/providers
[2026-05-17T13:40:48.360Z] REQ: GET /api/auth/csrf
[2026-05-17T13:40:48.518Z] REQ: POST /api/auth/callback/credentials
[2026-05-17T13:40:58.070Z] REQ: GET /payment/cod
[2026-05-17T13:40:58.072Z] REQ: GET /about
[2026-05-17T13:40:58.095Z] REQ: GET /careers
[2026-05-17T13:40:58.099Z] REQ: GET /delivery-jobs
[2026-05-17T13:40:58.184Z] REQ: GET /payment/bank
[2026-05-17T13:40:58.262Z] REQ: GET /news
[2026-05-17T13:40:58.265Z] REQ: GET /affiliates
[2026-05-17T13:40:58.291Z] REQ: GET /payment/online
[2026-05-17T13:40:58.407Z] REQ: GET /partners
[2026-05-17T13:40:58.410Z] REQ: GET /invest
[2026-05-17T13:40:58.415Z] REQ: GET /rewards
[2026-05-17T13:41:12.873Z] REQ: GET /api/auth/providers
[2026-05-17T13:41:13.033Z] REQ: GET /api/auth/csrf
[2026-05-17T13:41:13.217Z] REQ: POST /api/auth/callback/credentials
[2026-05-17T13:49:25.243Z] === MORSALL SERVER v2 STARTING ===
[2026-05-17T13:49:25.244Z] Found node_modules at: /home/u754458241/domains/morsall.com/nodejs/node_modules
[2026-05-17T13:49:25.255Z] Loaded .env.production
[2026-05-17T13:49:25.256Z] Using DATABASE_URL: mysql://u754458241_Kanan:****@127.0.0.1/u754458241_Kanan?connection_limit=1
[2026-05-17T13:49:25.256Z] DATABASE_URL set: true
[2026-05-17T13:49:25.256Z] NEXTAUTH_URL: https://morsall.com
[2026-05-17T13:49:25.256Z] PORT from env: 
[2026-05-17T13:49:25.256Z] UPLOAD_DIR: 
[2026-05-17T13:49:25.757Z] Server running on port 3000
[2026-05-17T13:49:25.757Z] Uploads served from: /home/u754458241/domains/morsall.com/nodejs/public/uploads
[2026-05-17T13:49:25.763Z] REQ: GET /api/auth/providers
[2026-05-17T13:49:26.358Z] REQ: GET /api/auth/csrf
[2026-05-17T13:49:26.505Z] REQ: POST /api/auth/callback/credentials
[2026-05-17T13:51:23.311Z] REQ: GET /top-vendors
[2026-05-17T13:51:23.322Z] REQ: GET /
[2026-05-17T13:51:23.336Z] REQ: GET /offers
[2026-05-17T13:51:23.480Z] REQ: GET /
[2026-05-17T13:51:24.001Z] REQ: GET /api/admin/settings/appearance
[2026-05-17T13:51:24.013Z] REQ: GET /api/products
[2026-05-17T13:51:24.019Z] REQ: GET /api/categories
[2026-05-17T13:51:24.032Z] REQ: GET /api/products
[2026-05-17T13:51:24.042Z] REQ: GET /api/auth/session
[2026-05-17T13:51:24.046Z] REQ: GET /api/site-config
[2026-05-17T13:51:24.052Z] REQ: GET /api/delivery-zones
[2026-05-17T13:51:24.055Z] REQ: GET /wishlist
[2026-05-17T13:51:24.062Z] REQ: GET /vendor/register
[2026-05-17T13:51:24.065Z] REQ: GET /contact
[2026-05-17T13:51:24.067Z] REQ: GET /cart
[2026-05-17T13:51:24.069Z] REQ: GET /shop
[2026-05-17T13:51:24.165Z] REQ: GET /api/admin/settings/appearance
[2026-05-17T13:51:24.169Z] REQ: GET /api/categories
[2026-05-17T13:51:24.172Z] REQ: GET /api/products
[2026-05-17T13:51:24.290Z] REQ: GET /api/products
[2026-05-17T13:51:24.292Z] REQ: GET /api/auth/session
[2026-05-17T13:51:24.296Z] REQ: GET /offers
[2026-05-17T13:51:24.299Z] REQ: GET /top-vendors
[2026-05-17T13:51:24.320Z] REQ: GET /category/cat_fashion
[2026-05-17T13:51:24.327Z] REQ: GET /category/cat_electronics
[2026-05-17T13:51:24.329Z] REQ: GET /category/cat_beauty
[2026-05-17T13:51:24.597Z] REQ: GET /category/cat_sports
[2026-05-17T13:51:24.601Z] REQ: GET /category/cat_books
[2026-05-17T13:51:24.603Z] REQ: GET /category/cat_home
[2026-05-17T13:51:24.606Z] REQ: GET /category/cmp8cxz0v00013wd7uofn12yj
[2026-05-17T13:51:24.609Z] REQ: GET /category/cmp8cybse00033wd7sji9ak29
[2026-05-17T13:51:24.750Z] REQ: GET /product/cmp3b4z7m00013wpjw683x7hn
[2026-05-17T13:51:24.755Z] REQ: GET /product/cmp3dupq500033wyzsr35c86x
[2026-05-17T13:51:24.757Z] REQ: GET /product/cmp8cvlb700013wrctst78ghb
[2026-05-17T13:51:24.765Z] REQ: GET /product/cmp90jcon00013w2os0ijvt5s
[2026-05-17T13:51:32.522Z] REQ: GET /login
[2026-05-17T13:51:33.845Z] REQ: GET /forgot-password
[2026-05-17T13:51:35.436Z] REQ: GET /payment/cod
[2026-05-17T13:51:35.465Z] REQ: GET /about
[2026-05-17T13:51:35.475Z] REQ: GET /faq
[2026-05-17T13:51:35.479Z] REQ: GET /careers
[2026-05-17T13:51:35.481Z] REQ: GET /delivery-jobs
[2026-05-17T13:51:35.580Z] REQ: GET /payment/bank
[2026-05-17T13:51:35.627Z] REQ: GET /returns
[2026-05-17T13:51:35.646Z] REQ: GET /affiliates
[2026-05-17T13:51:35.649Z] REQ: GET /news
[2026-05-17T13:51:35.652Z] REQ: GET /payment/online
[2026-05-17T13:51:35.724Z] REQ: GET /track
[2026-05-17T13:51:35.769Z] REQ: GET /partners
[2026-05-17T13:51:35.780Z] REQ: GET /invest
[2026-05-17T13:51:35.789Z] REQ: GET /rewards
[2026-05-17T13:51:52.115Z] REQ: GET /login
[2026-05-17T13:51:52.397Z] REQ: GET /api/auth/session
[2026-05-17T13:51:52.409Z] REQ: GET /forgot-password
[2026-05-17T13:51:52.411Z] REQ: GET /api/categories
[2026-05-17T13:51:52.414Z] REQ: GET /api/site-config
[2026-05-17T13:51:52.416Z] REQ: GET /api/delivery-zones
[2026-05-17T13:51:52.420Z] REQ: GET /api/admin/settings/appearance
[2026-05-17T13:51:52.423Z] REQ: GET /wishlist
[2026-05-17T13:51:52.425Z] REQ: GET /cart
[2026-05-17T13:51:52.427Z] REQ: GET /
[2026-05-17T13:51:52.538Z] REQ: GET /api/auth/session
[2026-05-17T13:51:52.610Z] REQ: GET /vendor/register
[2026-05-17T13:52:02.352Z] REQ: GET /payment/cod
[2026-05-17T13:52:02.383Z] REQ: GET /careers
[2026-05-17T13:52:02.387Z] REQ: GET /delivery-jobs
[2026-05-17T13:52:02.449Z] REQ: GET /payment/bank
[2026-05-17T13:52:06.965Z] REQ: GET /
[2026-05-17T13:52:07.115Z] REQ: GET /api/admin/settings/appearance
[2026-05-17T13:52:07.140Z] REQ: GET /api/products
[2026-05-17T13:52:07.143Z] REQ: GET /api/products
[2026-05-17T13:52:07.144Z] REQ: GET /api/categories
[2026-05-17T13:52:07.150Z] REQ: GET /shop
[2026-05-17T13:52:07.284Z] REQ: GET /api/products
[2026-05-17T13:52:07.288Z] REQ: GET /api/products
[2026-05-17T13:52:07.299Z] REQ: GET /product/cmp3dupq500033wyzsr35c86x
[2026-05-17T13:52:07.302Z] REQ: GET /product/cmp3b4z7m00013wpjw683x7hn
[2026-05-17T13:52:07.305Z] REQ: GET /product/cmp8cvlb700013wrctst78ghb
[2026-05-17T13:52:07.330Z] REQ: GET /product/cmp90jcon00013w2os0ijvt5s
[2026-05-17T13:52:07.333Z] REQ: GET /category/cat_fashion
[2026-05-17T13:52:07.469Z] REQ: GET /category/cat_electronics
[2026-05-17T13:52:07.473Z] REQ: GET /category/cat_home
[2026-05-17T13:52:07.475Z] REQ: GET /category/cat_beauty
[2026-05-17T13:52:07.477Z] REQ: GET /category/cat_books
[2026-05-17T13:52:07.479Z] REQ: GET /category/cat_sports
[2026-05-17T13:52:07.595Z] REQ: GET /category/cmp8cxz0v00013wd7uofn12yj
[2026-05-17T13:52:07.628Z] REQ: GET /category/cmp8cybse00033wd7sji9ak29
[2026-05-17T13:52:41.898Z] REQ: GET /stores
[2026-05-17T13:52:41.939Z] REQ: GET /store/rovel
[2026-05-17T13:52:44.464Z] REQ: GET /news
[2026-05-17T13:52:44.466Z] REQ: GET /affiliates
[2026-05-17T13:52:44.493Z] REQ: GET /track
[2026-05-17T13:52:44.495Z] REQ: GET /payment/online
[2026-05-17T13:52:44.502Z] REQ: GET /partners
[2026-05-17T13:52:44.599Z] REQ: GET /invest
[2026-05-17T13:52:44.601Z] REQ: GET /rewards
[2026-05-17T13:52:44.630Z] REQ: GET /privacy
[2026-05-17T13:52:44.633Z] REQ: GET /terms
[2026-05-17T13:52:44.634Z] REQ: GET /cookies
[2026-05-17T13:52:46.491Z] === MORSALL SERVER v2 STARTING ===
[2026-05-17T13:52:46.492Z] Found node_modules at: /home/u754458241/domains/morsall.com/nodejs/node_modules
[2026-05-17T13:52:46.504Z] Loaded .env.production
[2026-05-17T13:52:46.504Z] Using DATABASE_URL: mysql://u754458241_Kanan:****@127.0.0.1/u754458241_Kanan?connection_limit=1
[2026-05-17T13:52:46.504Z] DATABASE_URL set: true
[2026-05-17T13:52:46.504Z] NEXTAUTH_URL: https://morsall.com
[2026-05-17T13:52:46.504Z] PORT from env: 
[2026-05-17T13:52:46.505Z] UPLOAD_DIR: 
[2026-05-17T13:52:46.959Z] Server running on port 3000
[2026-05-17T13:52:46.959Z] Uploads served from: /home/u754458241/domains/morsall.com/nodejs/public/uploads
[2026-05-17T13:52:46.966Z] REQ: GET /api/categories
[2026-05-17T13:52:47.491Z] REQ: GET /store/rovel
[2026-05-17T13:52:47.869Z] REQ: GET /api/categories
[2026-05-17T13:52:47.873Z] REQ: GET /api/site-config
[2026-05-17T13:52:47.875Z] REQ: GET /api/admin/settings/appearance
[2026-05-17T13:52:47.879Z] REQ: GET /api/delivery-zones
[2026-05-17T13:52:47.885Z] REQ: GET /store
[2026-05-17T13:54:13.927Z] REQ: GET /
[2026-05-17T13:54:14.123Z] REQ: GET /api/admin/settings/appearance
[2026-05-17T13:54:14.159Z] REQ: GET /api/products
[2026-05-17T13:54:14.171Z] REQ: GET /api/categories
[2026-05-17T13:54:14.173Z] REQ: GET /api/products
[2026-05-17T13:54:14.301Z] REQ: GET /api/products
[2026-05-17T13:54:14.336Z] REQ: GET /api/products
[2026-05-17T13:55:29.138Z] REQ: GET /robots.txt
[2026-05-17T13:57:32.873Z] REQ: GET /careers
[2026-05-17T14:01:20.636Z] REQ: GET /wishlist
[2026-05-17T14:01:20.865Z] REQ: GET /login
[2026-05-17T14:01:23.697Z] REQ: GET /
[2026-05-17T14:01:23.795Z] REQ: GET /forgot-password
[2026-05-17T14:01:25.486Z] REQ: GET /api/auth/providers
[2026-05-17T14:01:25.628Z] REQ: GET /api/auth/csrf
[2026-05-17T14:01:25.790Z] REQ: POST /api/auth/callback/credentials
[2026-05-17T14:02:54.530Z] REQ: GET /api/auth/session
[2026-05-17T14:02:54.572Z] REQ: GET /api/categories
[2026-05-17T14:02:54.575Z] REQ: GET /api/delivery-zones
[2026-05-17T14:02:54.580Z] REQ: GET /api/admin/settings/appearance
[2026-05-17T14:02:54.592Z] REQ: GET /api/site-config
[2026-05-17T14:02:59.895Z] REQ: GET /api/auth/session
[2026-05-17T14:03:00.124Z] REQ: GET /
[2026-05-17T14:03:00.157Z] REQ: GET /forgot-password
[2026-05-17T14:03:01.108Z] REQ: GET /api/auth/providers
[2026-05-17T14:03:01.456Z] REQ: GET /api/auth/csrf
[2026-05-17T14:03:01.838Z] REQ: POST /api/auth/callback/credentials
[2026-05-17T14:03:16.236Z] REQ: GET /api/auth/session
[2026-05-17T14:03:18.270Z] REQ: GET /api/auth/providers
[2026-05-17T14:03:18.671Z] REQ: GET /api/auth/csrf
[2026-05-17T14:03:18.977Z] REQ: POST /api/auth/callback/credentials
[2026-05-17T14:03:56.279Z] REQ: GET /shop
[2026-05-17T14:03:56.283Z] REQ: GET /
[2026-05-17T14:03:56.415Z] REQ: GET /assets/_next/static/chunks/app/cart/page-84291518ce2e95ac.js
[2026-05-17T14:03:56.420Z] REQ: GET /assets/_next/static/chunks/8822-9b9d1aef274e14d0.js
[2026-05-17T14:03:56.422Z] REQ: GET /assets/_next/static/chunks/5238-35ff7f06143568c9.js
[2026-05-17T14:03:56.425Z] REQ: GET /assets/_next/static/chunks/app/error-9b8d0bb59c031afe.js
[2026-05-17T14:03:56.427Z] REQ: GET /assets/_next/static/chunks/app/offers/page-72a626fba2fae081.js
[2026-05-17T14:03:56.428Z] REQ: GET /assets/_next/static/chunks/app/global-error-640bd8dc00d40e1e.js
[2026-05-17T14:03:56.430Z] REQ: GET /assets/_next/static/chunks/app/wishlist/page-ac5c5b8795706719.js
[2026-05-17T14:03:56.756Z] REQ: GET /category/fashion
[2026-05-17T14:03:56.834Z] REQ: GET /assets/_next/static/chunks/app/top-vendors/page-f60f8f6999b0631a.js
[2026-05-17T14:03:56.836Z] REQ: GET /assets/_next/static/chunks/892-45367654ca154519.js
[2026-05-17T14:03:56.837Z] REQ: GET /assets/_next/static/chunks/app/vendor/register/page-9320d8ab6c6735f7.js
[2026-05-17T14:03:59.884Z] REQ: GET /stores
[2026-05-17T14:03:59.901Z] REQ: GET /store/cmot6ss8u0003f2dkvak985u7
[2026-05-17T14:03:59.906Z] REQ: GET /store/cmovruock0001jv1lkylh4kn7
[2026-05-17T14:06:04.651Z] REQ: GET /api/auth/session
[2026-05-17T14:06:05.484Z] REQ: GET /api/auth/providers
[2026-05-17T14:06:05.604Z] REQ: GET /api/auth/csrf
[2026-05-17T14:06:05.724Z] REQ: POST /api/auth/callback/credentials
[2026-05-17T14:06:08.066Z] REQ: GET /profile
[2026-05-17T14:06:08.075Z] REQ: GET /orders
[2026-05-17T14:06:08.097Z] REQ: GET /compare
[2026-05-17T14:06:08.100Z] REQ: GET /admin/dashboard
[2026-05-17T14:06:08.103Z] REQ: GET /vendor/dashboard
[2026-05-17T14:06:08.275Z] REQ: GET /_next/static/chunks/app/admin/dashboard/page-2666626afdf0f42f.js
[2026-05-17T14:06:08.286Z] REQ: GET /_next/static/css/23f918bcb7d3b954.css
[2026-05-17T14:06:10.429Z] REQ: GET /profile
[2026-05-17T14:06:11.318Z] REQ: GET /api/auth/session
[2026-05-17T14:06:11.348Z] REQ: GET /api/categories
[2026-05-17T14:06:11.353Z] REQ: GET /
[2026-05-17T14:06:11.380Z] REQ: GET /api/delivery-zones
[2026-05-17T14:06:11.383Z] REQ: GET /api/site-config
[2026-05-17T14:06:11.384Z] REQ: GET /api/admin/settings/appearance
[2026-05-17T14:06:11.475Z] REQ: GET /api/orders
[2026-05-17T14:06:11.507Z] REQ: GET /wishlist
[2026-05-17T14:06:11.514Z] REQ: GET /cart
[2026-05-17T14:06:11.517Z] REQ: GET /offers
[2026-05-17T14:06:11.519Z] REQ: GET /top-vendors
[2026-05-17T14:06:11.598Z] REQ: GET /vendor/register
[2026-05-17T14:06:15.695Z] REQ: GET /ar/shop/
[2026-05-17T14:06:46.872Z] REQ: GET /about
[2026-05-17T14:06:46.874Z] REQ: GET /faq
[2026-05-17T14:06:46.879Z] REQ: GET /payment/cod
[2026-05-17T14:06:46.900Z] REQ: GET /delivery-jobs
[2026-05-17T14:06:46.902Z] REQ: GET /careers
[2026-05-17T14:06:46.967Z] REQ: GET /payment/bank
[2026-05-17T14:06:46.974Z] REQ: GET /returns
[2026-05-17T14:06:46.976Z] REQ: GET /news
[2026-05-17T14:06:47.009Z] REQ: GET /affiliates
[2026-05-17T14:06:47.012Z] REQ: GET /payment/online
[2026-05-17T14:06:47.078Z] REQ: GET /track
[2026-05-17T14:06:47.174Z] REQ: GET /partners
[2026-05-17T14:06:47.177Z] REQ: GET /invest
[2026-05-17T14:06:47.245Z] REQ: GET /rewards
[2026-05-17T14:06:47.321Z] REQ: GET /contact
[2026-05-17T14:06:47.324Z] REQ: GET /privacy
[2026-05-17T14:06:47.327Z] REQ: GET /terms
[2026-05-17T14:06:47.354Z] REQ: GET /cookies
[2026-05-17T14:07:31.412Z] REQ: GET /api/auth/session
[2026-05-17T14:07:34.169Z] REQ: GET /orders
[2026-05-17T14:07:34.171Z] REQ: GET /compare
[2026-05-17T14:07:34.175Z] REQ: GET /vendor/dashboard
[2026-05-17T14:07:34.181Z] REQ: GET /admin/dashboard
[2026-05-17T14:07:37.352Z] REQ: GET /api/auth/session
[2026-05-17T14:07:37.355Z] REQ: GET /api/categories
[2026-05-17T14:07:37.358Z] REQ: GET /api/site-config
[2026-05-17T14:07:37.359Z] REQ: GET /api/delivery-zones
[2026-05-17T14:07:37.361Z] REQ: GET /api/admin/settings/appearance
[2026-05-17T14:07:37.705Z] REQ: GET /api/admin/orders
[2026-05-17T14:07:37.717Z] REQ: GET /api/admin/inventory
[2026-05-17T14:07:37.721Z] REQ: GET /api/admin/stats
[2026-05-17T14:07:37.725Z] REQ: GET /api/admin/approvals
[2026-05-17T14:07:37.728Z] REQ: GET /api/admin/users
[2026-05-17T14:07:37.745Z] REQ: GET /api/admin/vendors
[2026-05-17T14:07:42.635Z] REQ: GET /api/auth/session
[2026-05-17T14:07:42.653Z] REQ: GET /api/categories
[2026-05-17T14:07:42.681Z] REQ: GET /api/site-config
[2026-05-17T14:07:42.686Z] REQ: GET /api/admin/settings/appearance
[2026-05-17T14:07:42.688Z] REQ: GET /api/delivery-zones
[2026-05-17T14:07:42.754Z] REQ: GET /api/admin/orders
[2026-05-17T14:07:42.762Z] REQ: GET /api/admin/inventory
[2026-05-17T14:07:42.763Z] REQ: GET /api/admin/stats
[2026-05-17T14:07:42.768Z] REQ: GET /api/admin/approvals
[2026-05-17T14:07:42.797Z] REQ: GET /api/admin/users
[2026-05-17T14:07:42.806Z] REQ: GET /api/admin/vendors
[2026-05-17T14:07:43.814Z] REQ: GET /api/auth/session
[2026-05-17T14:07:43.817Z] REQ: GET /api/categories
[2026-05-17T14:07:43.820Z] REQ: GET /api/site-config
[2026-05-17T14:07:43.821Z] REQ: GET /api/admin/settings/appearance
[2026-05-17T14:07:43.826Z] REQ: GET /api/delivery-zones
[2026-05-17T14:07:43.939Z] REQ: GET /api/admin/orders
[2026-05-17T14:07:43.947Z] REQ: GET /api/admin/inventory
[2026-05-17T14:07:43.954Z] REQ: GET /api/admin/stats
[2026-05-17T14:07:43.956Z] REQ: GET /api/admin/approvals
[2026-05-17T14:07:43.958Z] REQ: GET /api/admin/users
[2026-05-17T14:07:43.962Z] REQ: GET /api/admin/vendors
[2026-05-17T14:09:29.620Z] REQ: GET /api/auth/session
[2026-05-17T14:09:29.629Z] REQ: GET /api/categories
[2026-05-17T14:09:29.631Z] REQ: GET /api/delivery-zones
[2026-05-17T14:09:29.806Z] REQ: GET /api/admin/settings/appearance
[2026-05-17T14:09:29.809Z] REQ: GET /api/site-config
[2026-05-17T14:09:29.814Z] REQ: GET /
[2026-05-17T14:09:29.826Z] REQ: GET /api/orders
[2026-05-17T14:09:29.843Z] REQ: GET /wishlist
[2026-05-17T14:09:29.851Z] REQ: GET /offers
[2026-05-17T14:09:29.853Z] REQ: GET /cart
[2026-05-17T14:09:29.856Z] REQ: GET /top-vendors
[2026-05-17T14:09:30.137Z] REQ: GET /vendor/register
[2026-05-17T14:09:35.897Z] REQ: GET /api/categories
[2026-05-17T14:09:35.907Z] REQ: GET /api/delivery-zones
[2026-05-17T14:09:35.909Z] REQ: GET /
[2026-05-17T14:09:35.911Z] REQ: GET /api/admin/settings/appearance
[2026-05-17T14:09:35.914Z] REQ: GET /api/site-config
[2026-05-17T14:09:35.915Z] REQ: GET /forgot-password
[2026-05-17T14:09:36.007Z] REQ: POST /api/auth/_log
[2026-05-17T14:10:07.192Z] REQ: GET /api/auth/providers
[2026-05-17T14:10:07.325Z] REQ: GET /api/auth/csrf
[2026-05-17T14:10:07.611Z] REQ: POST /api/auth/callback/credentials
[2026-05-17T14:10:10.172Z] REQ: GET /payment/cod
[2026-05-17T14:10:10.174Z] REQ: GET /delivery-jobs
[2026-05-17T14:10:10.176Z] REQ: GET /careers
[2026-05-17T14:10:10.288Z] REQ: GET /payment/bank
[2026-05-17T14:10:10.415Z] REQ: GET /news
[2026-05-17T14:10:10.510Z] REQ: GET /affiliates
[2026-05-17T14:10:10.513Z] REQ: GET /payment/online
[2026-05-17T14:10:10.594Z] REQ: GET /partners
[2026-05-17T14:10:10.698Z] REQ: GET /invest
[2026-05-17T14:10:10.701Z] REQ: GET /rewards
[2026-05-17T14:11:02.524Z] REQ: GET /api/auth/providers
[2026-05-17T14:11:02.703Z] REQ: GET /api/auth/csrf
[2026-05-17T14:11:02.924Z] REQ: GET /api/auth/providers
[2026-05-17T14:11:02.951Z] REQ: POST /api/auth/signin/google
[2026-05-17T14:11:03.212Z] REQ: GET /api/auth/csrf
[2026-05-17T14:11:03.296Z] REQ: GET /api/auth/providers
[2026-05-17T14:11:03.500Z] REQ: GET /api/auth/csrf
[2026-05-17T14:11:03.504Z] REQ: GET /api/auth/providers
[2026-05-17T14:11:03.535Z] REQ: POST /api/auth/signin/google
[2026-05-17T14:11:03.773Z] REQ: GET /api/auth/csrf
[2026-05-17T14:11:03.776Z] REQ: POST /api/auth/signin/google
[2026-05-17T14:11:03.779Z] REQ: GET /api/auth/providers
[2026-05-17T14:11:05.168Z] REQ: POST /api/auth/signin/google
[2026-05-17T14:11:05.172Z] REQ: GET /api/auth/providers
[2026-05-17T14:11:05.175Z] REQ: GET /api/auth/csrf
[2026-05-17T14:11:05.325Z] REQ: GET /api/auth/providers
[2026-05-17T14:11:05.329Z] REQ: POST /api/auth/signin/google
[2026-05-17T14:11:05.347Z] REQ: GET /api/auth/csrf
[2026-05-17T14:11:05.647Z] REQ: GET /api/auth/providers
[2026-05-17T14:11:05.651Z] REQ: GET /api/auth/csrf
[2026-05-17T14:11:05.653Z] REQ: POST /api/auth/signin/google
[2026-05-17T14:11:05.946Z] REQ: GET /api/auth/providers
[2026-05-17T14:11:05.954Z] REQ: GET /api/auth/csrf
[2026-05-17T14:11:05.957Z] REQ: POST /api/auth/signin/google
[2026-05-17T14:11:06.312Z] REQ: GET /api/auth/providers
[2026-05-17T14:11:06.315Z] REQ: GET /api/auth/csrf
[2026-05-17T14:11:06.318Z] REQ: POST /api/auth/signin/google
[2026-05-17T14:11:06.729Z] REQ: POST /api/auth/signin/google
[2026-05-17T14:11:06.734Z] REQ: GET /api/auth/csrf
[2026-05-17T14:11:07.072Z] REQ: POST /api/auth/signin/google
[2026-05-17T14:11:07.792Z] REQ: GET /api/auth/callback/google
[2026-05-17T14:11:07.796Z] REQ: GET /api/auth/providers
[2026-05-17T14:11:08.050Z] REQ: GET /api/auth/session
[2026-05-17T14:11:08.090Z] REQ: GET /api/auth/providers
[2026-05-17T14:11:08.093Z] REQ: GET /api/auth/csrf
[2026-05-17T14:11:08.329Z] REQ: GET /
[2026-05-17T14:11:08.354Z] REQ: GET /api/auth/csrf
[2026-05-17T14:11:08.377Z] REQ: POST /api/auth/signin/google
[2026-05-17T14:11:08.453Z] REQ: GET /careers
[2026-05-17T14:11:08.489Z] REQ: GET /delivery-jobs
[2026-05-17T14:11:08.497Z] REQ: GET /payment/bank
[2026-05-17T14:11:08.499Z] REQ: GET /payment/cod
[2026-05-17T14:11:08.606Z] REQ: GET /news
[2026-05-17T14:11:08.611Z] REQ: GET /partners
[2026-05-17T14:11:08.726Z] REQ: GET /affiliates
[2026-05-17T14:11:08.729Z] REQ: GET /invest
[2026-05-17T14:11:08.733Z] REQ: GET /payment/online
[2026-05-17T14:11:08.739Z] REQ: GET /rewards
[2026-05-17T14:11:08.797Z] REQ: POST /api/auth/signin/google
[2026-05-17T14:11:08.845Z] REQ: GET /api/products
[2026-05-17T14:11:08.848Z] REQ: GET /api/products
[2026-05-17T14:11:08.849Z] REQ: GET /api/admin/settings/appearance
[2026-05-17T14:11:08.872Z] REQ: GET /api/categories
[2026-05-17T14:11:08.874Z] REQ: GET /api/delivery-zones
[2026-05-17T14:11:08.883Z] REQ: GET /api/auth/session
[2026-05-17T14:11:08.894Z] REQ: GET /api/site-config
[2026-05-17T14:11:09.094Z] REQ: GET /api/products
[2026-05-17T14:11:09.107Z] REQ: GET /api/products
[2026-05-17T14:11:09.110Z] REQ: GET /api/admin/settings/appearance
[2026-05-17T14:11:09.204Z] REQ: GET /api/categories
[2026-05-17T14:11:10.140Z] REQ: GET /shop
[2026-05-17T14:11:11.181Z] REQ: GET /product/cmp3b4z7m00013wpjw683x7hn
[2026-05-17T14:11:11.184Z] REQ: GET /product/cmp3dupq500033wyzsr35c86x
[2026-05-17T14:11:11.187Z] REQ: GET /product/cmp8cvlb700013wrctst78ghb
[2026-05-17T14:11:11.357Z] REQ: GET /product/cmp90jcon00013w2os0ijvt5s
